Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
icbmclassic:explosives:3, Debilitation Explosives, explosive.icbmclassic:debilitation, true, net.minecraft.item.ItemStack
icbmclassic:explosives:15, Nuclear Explosives, explosive.icbmclassic:nuclear, true, net.minecraft.item.ItemStack
icbmclassic:explosives:0, Condensed Explosives, explosive.icbmclassic:condensed, true, net.minecraft.item.ItemStack
icbmclassic:explosives:19, Anti-Gravitational Explosives, explosive.icbmclassic:antigravitational, true, net.minecraft.item.ItemStack
icbmclassic:explosives:4, Chemical Explosives, explosive.icbmclassic:chemical, true, net.minecraft.item.ItemStack
icbmclassic:explosives:14, Smoke Marking Explosives, explosive.icbmclassic:smoke, true, net.minecraft.item.ItemStack
icbmclassic:emptower:0, EMP Tower, tile.icbmclassic:emptower.0, true, net.minecraft.item.ItemStack
icbmclassic:emptower:1, EMP Tower Extender, tile.icbmclassic:emptower.1, true, net.minecraft.item.ItemStack
icbmclassic:radarstation, Радарная установка, tile.icbmclassic:radarstation, true, net.minecraft.item.ItemBlock
icbmclassic:launcherframe, Launcher Frame, tile.icbmclassic:launcherframe, true, net.minecraft.item.ItemBlock
icbmclassic:launcherbase, Launcher Pad, tile.icbmclassic:launcherbase, true, net.minecraft.item.ItemBlock
icbmclassic:launcher_connector, Launcher Connector, tile.icbmclassic:launcher_connector, true, net.minecraft.item.ItemBlock
icbmclassic:launcherscreen, Launcher Screen, tile.icbmclassic:launcherscreen, true, net.minecraft.item.ItemBlock
icbmclassic:cruiselauncher, Компактная пусковая установка, tile.icbmclassic:cruiselauncher, true, net.minecraft.item.ItemBlock
icbmclassic:radioactive:0, Radioactive Dirt, tile.icbmclassic:radioactive.0, true, net.minecraft.item.ItemStack
icbmclassic:radioactive:1, Radioactive Stone, tile.icbmclassic:radioactive.1, true, net.minecraft.item.ItemStack
icbmclassic:battery:0, Батарея, item.icbmclassic:battery, false, net.minecraft.item.ItemStack
free_chaos:chaos_generator, Генератор Хаоса, tile.free_chaos.chaos_generator, true, net.minecraft.item.ItemBlock
free_chaos:chaotic_energy_core, Энергетическое Ядро Хаоса, item.free_chaos.chaotic_energy_core, false, com.lord.free_chaos.items.ChaoticEnergyCore
free_chaos:chaotic_capacitor:0, Флаксовый Конденсатор Хаоса, item.free_chaos.chaotic_capacitor.chaotic, false, net.minecraft.item.ItemStack
free_chaos:chaotic_capacitor:0, Флаксовый Конденсатор Хаоса, item.free_chaos.chaotic_capacitor.chaotic, false, net.minecraft.item.ItemStack
free_chaos:chaotic_capacitor:0, Флаксовый Конденсатор Хаоса, item.free_chaos.chaotic_capacitor.chaotic, false, net.minecraft.item.ItemStack
ae2enhanced:assembly_controller, Контроллер сборщика, tile.ae2enhanced.assembly_controller, true, net.minecraft.item.ItemBlock
ae2enhanced:assembly_me_interface, ME-интерфейс сборщика, tile.ae2enhanced.assembly_me_interface, true, net.minecraft.item.ItemBlock
ae2enhanced:assembly_casing, Корпус сборщика, tile.ae2enhanced.assembly_casing, true, net.minecraft.item.ItemBlock
ae2enhanced:assembly_inner_wall, Внутренняя стена сборщика, tile.ae2enhanced.assembly_inner_wall, true, net.minecraft.item.ItemBlock
ae2enhanced:assembly_stabilizer, Стабилизатор сборщика, tile.ae2enhanced.assembly_stabilizer, true, net.minecraft.item.ItemBlock
ae2enhanced:micro_singularity, Микро-сингулярность, tile.ae2enhanced.micro_singularity, true, com.github.aeddddd.ae2enhanced.item.ItemBlockMicroSingularity
ae2enhanced:hyperdimensional_controller, Гиперпространственный контроллер хранения, tile.ae2enhanced.hyperdimensional_controller, true, net.minecraft.item.ItemBlock
ae2enhanced:hyperdimensional_me_interface, Гиперпространственный ME-интерфейс, tile.ae2enhanced.hyperdimensional_me_interface, true, net.minecraft.item.ItemBlock
ae2enhanced:hyperdimensional_casing, Гиперпространственный метрический якорь, tile.ae2enhanced.hyperdimensional_casing, true, net.minecraft.item.ItemBlock
ae2enhanced:hyperdimensional_singularity_core, Гиперпространственное ядро сингулярности, tile.ae2enhanced.hyperdimensional_singularity_core, true, net.minecraft.item.ItemBlock
ae2enhanced:computation_core, Сверхпричинное вычислительное ядро, tile.ae2enhanced.computation_core, true, net.minecraft.item.ItemBlock
ae2enhanced:constant_tensor_field_casing, Корпус постоянного тензорного поля, tile.ae2enhanced.constant_tensor_field_casing, true, net.minecraft.item.ItemBlock
ae2enhanced:constant_spinor_field_casing, Корпус постоянного спинорного поля, tile.ae2enhanced.constant_spinor_field_casing, true, net.minecraft.item.ItemBlock
ae2enhanced:causal_anchor_core, Ядро причинного якоря, tile.ae2enhanced.causal_anchor_core, true, net.minecraft.item.ItemBlock
ae2enhanced:super_crafting_interface, Сверхпричинный интерфейс создания, tile.ae2enhanced.super_crafting_interface, true, net.minecraft.item.ItemBlock
ae2enhanced:wireless_channel_transmitter, Генератор беспроводного канала, tile.ae2enhanced.wireless_channel_transmitter, true, net.minecraft.item.ItemBlock
ae2enhanced:central_me_interface, Центральный ME-интерфейс, tile.ae2enhanced.central_me_interface, true, net.minecraft.item.ItemBlock
ae2enhanced:smart_pattern_interface, Интерфейс интеллектуальных шаблонов, tile.ae2enhanced.smart_pattern_interface, true, net.minecraft.item.ItemBlock
ae2enhanced:rf_access_node, RF Access Node, tile.ae2enhanced.rf_access_node, true, net.minecraft.item.ItemBlock
ae2enhanced:chunk_power_node, Узел питания чанка, tile.ae2enhanced.chunk_power_node, true, net.minecraft.item.ItemBlock
ae2enhanced:advanced_platform_controller, Advanced Platform Controller, tile.ae2enhanced.advanced_platform_controller, true, net.minecraft.item.ItemBlock
ae2enhanced:upgrade_card:0, Модуль временного сгиба, item.ae2enhanced.upgrade_card.parallel, false, net.minecraft.item.ItemStack
ae2enhanced:upgrade_card:1, Модуль расширения пространства-времени, item.ae2enhanced.upgrade_card.speed, false, net.minecraft.item.ItemStack
ae2enhanced:upgrade_card:2, Модуль энергооптимизации, item.ae2enhanced.upgrade_card.efficiency, false, net.minecraft.item.ItemStack
ae2enhanced:upgrade_card:3, Модуль пространственного сгиба, item.ae2enhanced.upgrade_card.capacity, false, net.minecraft.item.ItemStack
ae2enhanced:upgrade_card:4, Модуль авто-загрузки, item.ae2enhanced.upgrade_card.reserved1, false, net.minecraft.item.ItemStack
ae2enhanced:upgrade_card:5, Модуль расширения (зарезервирован), item.ae2enhanced.upgrade_card.reserved2, false, net.minecraft.item.ItemStack
ae2enhanced:conformal_invariant_charge, Конформно-инвариантный заряд, item.ae2enhanced.conformal_invariant_charge, false, com.github.aeddddd.ae2enhanced.item.ItemConformalCharge
ae2enhanced:differential_form_stabilizer, Стабилизатор дифференциальной формы, item.ae2enhanced.differential_form_stabilizer, false, com.github.aeddddd.ae2enhanced.item.ItemDifferentialFormStabilizer
ae2enhanced:stable_spacetime_manifold, Стабильное пространственно-временное многообразие, item.ae2enhanced.stable_spacetime_manifold, false, com.github.aeddddd.ae2enhanced.item.ItemStableSpacetimeManifold
ae2enhanced:fluid_drop, item.ae2enhanced.fluid_drop.name, item.ae2enhanced.fluid_drop, false, com.github.aeddddd.ae2enhanced.item.ItemFluidDrop
ae2enhanced:part_universal_import_bus, Universal Import Bus, item.ae2enhanced.part_universal_import_bus, false, com.github.aeddddd.ae2enhanced.item.ItemPartUniversalImportBus
ae2enhanced:part_universal_export_bus, Universal Export Bus, item.ae2enhanced.part_universal_export_bus, false, com.github.aeddddd.ae2enhanced.item.ItemPartUniversalExportBus
ae2enhanced:part_stocking_bus, Stocking Bus, item.ae2enhanced.part_stocking_bus, false, com.github.aeddddd.ae2enhanced.item.ItemPartStockingBus
ae2enhanced:channel_receiver_card, Карта приема канала, item.ae2enhanced.channel_receiver_card, false, com.github.aeddddd.ae2enhanced.item.ItemChannelReceiverCard
ae2enhanced:universal_memory_card, Universal Memory Card, item.ae2enhanced.universal_memory_card, false, com.github.aeddddd.ae2enhanced.item.ItemUniversalMemoryCard
ae2enhanced:omni_wireless_terminal, Omni Wireless Terminal, item.ae2enhanced.omni_wireless_terminal, false, com.github.aeddddd.ae2enhanced.item.ItemOmniWirelessTerminal
ae2enhanced:omni_upgrade_card:0, Advanced Magnet Card, item.ae2enhanced.omni_upgrade_card.magnet, false, net.minecraft.item.ItemStack
ae2enhanced:omni_upgrade_card:1, Picker Interaction Card, item.ae2enhanced.omni_upgrade_card.picker, false, net.minecraft.item.ItemStack
ae2enhanced:smart_blank_pattern, Пустой интеллектуальный шаблон, item.ae2enhanced.smart_blank_pattern, false, com.github.aeddddd.ae2enhanced.item.ItemSmartBlankPattern
ae2enhanced:smart_pattern, Интеллектуальный шаблон, item.ae2enhanced.smart_pattern, false, com.github.aeddddd.ae2enhanced.item.ItemSmartPattern
ae2enhanced:energy_drop, RF-капля энергии, item.ae2enhanced.energy_drop, false, com.github.aeddddd.ae2enhanced.item.ItemEnergyDrop
ae2enhanced:platform_development_license, Platform Development License, item.ae2enhanced.platform_development_license, false, com.github.aeddddd.ae2enhanced.item.ItemPlatformDevelopmentLicense
extendedcrafting:storage:0, Блок чёрного железа, tile.ec.storage_black_iron, true, net.minecraft.item.ItemStack
extendedcrafting:storage:1, Блок люминесценции, tile.ec.storage_luminessence, true, net.minecraft.item.ItemStack
extendedcrafting:storage:2, Блок звезд из Незера, tile.ec.storage_nether_star, true, net.minecraft.item.ItemStack
extendedcrafting:storage:3, Блок кристалтина, tile.ec.storage_crystaltine, true, net.minecraft.item.ItemStack
extendedcrafting:storage:4, Блок максимальных слитков, tile.ec.storage_ultimate, true, net.minecraft.item.ItemStack
extendedcrafting:storage:5, Блок эндер-слитков, tile.ec.storage_ender, true, net.minecraft.item.ItemStack
extendedcrafting:storage:6, Блок Эндер-звёзд, tile.ec.storage_ender_star, true, net.minecraft.item.ItemStack
extendedcrafting:storage:7, Блок усиленных эндер-слитков, tile.ec.storage_enhanced_ender, true, net.minecraft.item.ItemStack
extendedcrafting:frame, Корпус из чёрного железа, tile.ec.frame, true, net.minecraft.item.ItemBlock
extendedcrafting:lamp:0, Фонарь из чёрного железа, tile.ec.lamp_glowstone, true, net.minecraft.item.ItemStack
extendedcrafting:lamp:1, Фонарь из чёрного железа, tile.ec.lamp_luminessence, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:0, Блок чёрного железа, tile.ec.trimmed_iron, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:1, Блок чёрного железа, tile.ec.trimmed_gold, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:2, Блок чёрного железа, tile.ec.trimmed_diamond, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:3, Блок чёрного железа, tile.ec.trimmed_emerald, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:4, Блок чёрного железа, tile.ec.trimmed_crystaltine, true, net.minecraft.item.ItemStack
extendedcrafting:trimmed:5, Блок чёрного железа, tile.ec.trimmed_ultimate, true, net.minecraft.item.ItemStack
extendedcrafting:crafting_table, Верстак, tile.ec.crafting_table, true, net.minecraft.item.ItemBlock
extendedcrafting:pedestal, Пьедестал, tile.ec.pedestal, true, net.minecraft.item.ItemBlock
extendedcrafting:crafting_core, Ядро создания, tile.ec.crafting_core, true, net.minecraft.item.ItemBlock
extendedcrafting:interface, Автоматический интерфейс, tile.ec.interface, true, net.minecraft.item.ItemBlock
extendedcrafting:table_basic, Базовый верстак, tile.ec.table_basic, true, net.minecraft.item.ItemBlock
extendedcrafting:table_advanced, Продвинутый верстак, tile.ec.table_advanced, true, net.minecraft.item.ItemBlock
extendedcrafting:table_elite, Элитный верстак, tile.ec.table_elite, true, net.minecraft.item.ItemBlock
extendedcrafting:table_ultimate, Максимальный верстак, tile.ec.table_ultimate, true, net.minecraft.item.ItemBlock
extendedcrafting:compressor, Квантовый компрессор, tile.ec.compressor, true, net.minecraft.item.ItemBlock
extendedcrafting:ender_alternator, Эндер-альтернатор, tile.ec.ender_alternator, true, net.minecraft.item.ItemBlock
extendedcrafting:ender_crafter, Эндер-верстак, tile.ec.ender_crafter, true, net.minecraft.item.ItemBlock
extendedcrafting:guide, Руководство по Extended Crafting, item.guide.extendedcrafting, false, com.blakebr0.cucumber.guide.ItemGuide
extendedcrafting:material:0, Слиток чёрного железа, item.ec.material_black_iron, false, net.minecraft.item.ItemStack
extendedcrafting:material:1, Кусочек чёрного железа, item.ec.material_black_iron_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:2, Плита из чёрного железа, item.ec.material_black_iron_slate, false, net.minecraft.item.ItemStack
extendedcrafting:material:3, Стержень из чёрного железа, item.ec.material_black_iron_rod, false, net.minecraft.item.ItemStack
extendedcrafting:material:7, Люминесценция, item.ec.material_luminessence, false, net.minecraft.item.ItemStack
extendedcrafting:material:8, Базовый катализатор, item.ec.material_basic_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:9, Провинутый катализатор, item.ec.material_advanced_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:10, Элитный катализатор, item.ec.material_elite_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:11, Максимальный катализатор, item.ec.material_ultimate_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:12, Кристалтиновый катализатор, item.ec.material_crystaltine_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:13, Максимальный катализатор, item.ec.material_ultimater_catalyst, false, net.minecraft.item.ItemStack
extendedcrafting:material:14, Базовый компонент, item.ec.material_basic_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:15, Продвинутый компонент, item.ec.material_advanced_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:16, Элитный компонент, item.ec.material_elite_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:17, Максимальный компонент, item.ec.material_ultimate_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:18, Кристалтиновый компонент, item.ec.material_crystaltine_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:19, Максимальный компонент, item.ec.material_ultimater_component, false, net.minecraft.item.ItemStack
extendedcrafting:material:24, Кристалтиновый слиток, item.ec.material_crystaltine_ingot, false, net.minecraft.item.ItemStack
extendedcrafting:material:25, Кусочек кристалтина, item.ec.material_crystaltine_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:32, Максимальный слиток, item.ec.material_ultimate_ingot, false, net.minecraft.item.ItemStack
extendedcrafting:material:33, Кусочек максимального слитка, item.ec.material_ultimate_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:36, Эндер-слиток, item.ec.material_ender_ingot, false, net.minecraft.item.ItemStack
extendedcrafting:material:37, Кусочек эндера, item.ec.material_ender_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:40, Эндер-звезда, item.ec.material_ender_star, false, net.minecraft.item.ItemStack
extendedcrafting:material:41, Кусочек эндер-звезды, item.ec.material_ender_star_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:48, Усиленный эндер-слиток, item.ec.material_enhanced_ender_ingot, false, net.minecraft.item.ItemStack
extendedcrafting:material:49, Кусочек усиленного эндер-слитка, item.ec.material_enhanced_ender_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:128, Кусочек алмаза, item.ec.material_diamond_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:129, Кусочек изумруда, item.ec.material_emerald_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:material:140, Кусочек звезды из Незера, item.ec.material_nether_star_nugget, false, net.minecraft.item.ItemStack
extendedcrafting:recipe_maker:0, Создатель рецептов, item.ec.recipe_maker, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:0, Угольная сингулярность, item.ec.singularity_coal, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:1, Железная сингулярность, item.ec.singularity_iron, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:3, Краснокаменная сингулярность, item.ec.singularity_redstone, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:4, Светокаменная сингулярность, item.ec.singularity_glowstone, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:5, Золотая сингулярность, item.ec.singularity_gold, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:6, Алмазная сингулярность, item.ec.singularity_diamond, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:16, Алюминиевая сингулярность, item.ec.singularity_aluminum, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:17, Медная сингулярность, item.ec.singularity_copper, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:18, Оловянная сингулярность, item.ec.singularity_tin, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:20, Цинковая сингулярность, item.ec.singularity_zinc, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:22, Серебряная сингулярность, item.ec.singularity_silver, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:23, Свинцовая сингулярность, item.ec.singularity_lead, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:24, Стальная сингулярность, item.ec.singularity_steel, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:25, Никелевая сингулярность, item.ec.singularity_nickel, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:30, Вольфрамовая сингулярность, item.ec.singularity_tungsten, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:31, Титановая сингулярность, item.ec.singularity_titanium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:32, Урановая сингулярность, item.ec.singularity_uranium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:33, Хромовая сингулярность, item.ec.singularity_chrome, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:34, Платиновая сингулярность, item.ec.singularity_platinum, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:35, Иридиевая сингулярность, item.ec.singularity_iridium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity:65, Кобальтовая сингулярность, item.ec.singularity_cobalt, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:8, Manganese сингулярность, item.ec.singularity_custom_Manganese, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:9, Boron сингулярность, item.ec.singularity_custom_Boron, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:10, Lithium сингулярность, item.ec.singularity_custom_Lithium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:11, Calcium сингулярность, item.ec.singularity_custom_Calcium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:12, Sodium сингулярность, item.ec.singularity_custom_Sodium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:13, Beryllium сингулярность, item.ec.singularity_custom_Beryllium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:14, Vanadium сингулярность, item.ec.singularity_custom_Vanadium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:15, Plutonium сингулярность, item.ec.singularity_custom_Plutonium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:37, Thorium сингулярность, item.ec.singularity_custom_Thorium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:38, Quartz сингулярность, item.ec.singularity_custom_Quartz, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:39, Magnesium сингулярность, item.ec.singularity_custom_Magnesium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:40, Silicon сингулярность, item.ec.singularity_custom_Silicon, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:41, Potassium сингулярность, item.ec.singularity_custom_Potassium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:42, Scandium сингулярность, item.ec.singularity_custom_Scandium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:43, Gallium сингулярность, item.ec.singularity_custom_Gallium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:44, Germanium сингулярность, item.ec.singularity_custom_Germanium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:45, Arsenic сингулярность, item.ec.singularity_custom_Arsenic, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:46, Selenium сингулярность, item.ec.singularity_custom_Selenium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:47, Rubidium сингулярность, item.ec.singularity_custom_Rubidium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:48, Yttrium сингулярность, item.ec.singularity_custom_Yttrium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:49, Zirconium сингулярность, item.ec.singularity_custom_Zirconium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:50, Niobium сингулярность, item.ec.singularity_custom_Niobium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:51, Molybdenum сингулярность, item.ec.singularity_custom_Molybdenum, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:52, Technetium сингулярность, item.ec.singularity_custom_Technetium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:53, Ruthenium сингулярность, item.ec.singularity_custom_Ruthenium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:54, Rhodium сингулярность, item.ec.singularity_custom_Rhodium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:55, Palladium сингулярность, item.ec.singularity_custom_Palladium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:56, Cadmium сингулярность, item.ec.singularity_custom_Cadmium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:57, Indium сингулярность, item.ec.singularity_custom_Indium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:58, Antimony сингулярность, item.ec.singularity_custom_Antimony, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:59, Tellurium сингулярность, item.ec.singularity_custom_Tellurium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:60, Barium сингулярность, item.ec.singularity_custom_Barium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:61, Neodymium сингулярность, item.ec.singularity_custom_Neodymium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:62, Samarium сингулярность, item.ec.singularity_custom_Samarium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:63, Terbium сингулярность, item.ec.singularity_custom_Terbium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:64, Dysprosium сингулярность, item.ec.singularity_custom_Dysprosium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:65, Erbium сингулярность, item.ec.singularity_custom_Erbium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:66, Osmium сингулярность, item.ec.singularity_custom_Osmium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:67, Mercury сингулярность, item.ec.singularity_custom_Mercury, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:68, Polonium сингулярность, item.ec.singularity_custom_Polonium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:69, Americium сингулярность, item.ec.singularity_custom_Americium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_custom:70, Hafnium сингулярность, item.ec.singularity_custom_Hafnium, false, net.minecraft.item.ItemStack
extendedcrafting:singularity_ultimate, Максимальная сингулярность, item.ec.singularity_ultimate, false, com.blakebr0.extendedcrafting.item.ItemSingularityUltimate
ae2exttable:basic_crafting_terminal, Basic Extended Crafting Terminal, item.ae2exttable.basic_crafting_terminal, false, com._0xc4de.ae2exttable.items.terminals.ItemBasicCraftingTerminal
ae2exttable:advanced_crafting_terminal, Advanced Extended Crafting Terminal, item.ae2exttable.advanced_crafting_terminal, false, com._0xc4de.ae2exttable.items.terminals.ItemAdvancedCraftingTerminal
ae2exttable:elite_crafting_terminal, Elite Extended Crafting Terminal, item.ae2exttable.elite_crafting_terminal, false, com._0xc4de.ae2exttable.items.terminals.ItemEliteCraftingTerminal
ae2exttable:ultimate_crafting_terminal, Ultimate Extended Crafting Terminal, item.ae2exttable.ultimate_crafting_terminal, false, com._0xc4de.ae2exttable.items.terminals.ItemUltimateCraftingTerminal
ae2exttable:wireless_basic_crafting_terminal, Wireless Basic Crafting Terminal, item.ae2exttable.wireless_basic_crafting_terminal, false, com._0xc4de.ae2exttable.items.wireless.ItemWirelessBasicTerminal
ae2exttable:wireless_advanced_crafting_terminal, Wireless Advanced Crafting Terminal, item.ae2exttable.wireless_advanced_crafting_terminal, false, com._0xc4de.ae2exttable.items.wireless.ItemWirelessAdvancedTerminal
ae2exttable:wireless_elite_crafting_terminal, Wireless Elite Crafting Terminal, item.ae2exttable.wireless_elite_crafting_terminal, false, com._0xc4de.ae2exttable.items.wireless.ItemWirelessEliteTerminal
ae2exttable:wireless_ultimate_crafting_terminal, Wireless Ultimate Crafting Terminal, item.ae2exttable.wireless_ultimate_crafting_terminal, false, com._0xc4de.ae2exttable.items.wireless.ItemWirelessUltimateTerminal
ae2powertools:better_level_maintainer, Улучшенный стабилизатор уровня, tile.ae2powertools.better_level_maintainer, true, net.minecraft.item.ItemBlock
ae2powertools:auto_crafter, Автокрафтер AE2, tile.ae2powertools.auto_crafter, true, net.minecraft.item.ItemBlock
ae2powertools:storage_level_emitter, МЭ эмиттер уровня хранилища, tile.ae2powertools.storage_level_emitter, true, com.ae2powertools.features.monitor.emitter.ItemBlockStorageLevelEmitter
ae2powertools:storage_display, МЭ дисплей хранилища, tile.ae2powertools.storage_display, true, com.ae2powertools.features.monitor.display.ItemBlockStorageDisplay
ae2powertools:level_monitor_alarm, Сигнализация контроля уровня, tile.ae2powertools.level_monitor_alarm, true, com.ae2powertools.features.monitor.alarm.ItemBlockLevelMonitorAlarm
ae2powertools:network_health_scanner, Сканер состояния сети, item.ae2powertools.network_health_scanner, false, com.ae2powertools.items.ItemNetworkHealthScanner
ae2powertools:network_component_locator, Усовершенствованный локатор компонентов сети, item.ae2powertools.network_component_locator, false, com.ae2powertools.items.ItemNetworkComponentLocator
ae2powertools:priority_tuner, Настройщик приоритета, item.ae2powertools.priority_tuner, false, com.ae2powertools.items.ItemPriorityTuner
ae2powertools:cards_distributor, Распределитель ускорителей, item.ae2powertools.cards_distributor, false, com.ae2powertools.items.ItemCardsDistributor
ae2powertools:remote_storage_monitor, Удалённый монитор хранилища, item.ae2powertools.remote_storage_monitor, false, com.ae2powertools.items.ItemRemoteStorageMonitor
ae2powertools:level_monitor_alarm_locator, Локатор сигнализации контроля уровня, item.ae2powertools.level_monitor_alarm_locator, false, com.ae2powertools.items.ItemLevelMonitorAlarmLocator
ae2powertools:crafter_speed_upgrade:0, Улучшение скорости I, item.ae2powertools.crafter_speed_upgrade_i, false, net.minecraft.item.ItemStack
ae2powertools:crafter_speed_upgrade:1, Улучшение скорости II, item.ae2powertools.crafter_speed_upgrade_ii, false, net.minecraft.item.ItemStack
ae2powertools:crafter_speed_upgrade:2, Улучшение скорости III, item.ae2powertools.crafter_speed_upgrade_iii, false, net.minecraft.item.ItemStack
ae2powertools:crafter_speed_upgrade:3, Улучшение скорости IV, item.ae2powertools.crafter_speed_upgrade_iv, false, net.minecraft.item.ItemStack
ae2powertools:storage_level_emitter_part, МЭ эмиттер уровня хранилища, item.ae2powertools.storage_level_emitter_part, false, com.ae2powertools.features.monitor.emitter.ItemPartStorageLevelEmitter
ae2powertools:storage_display_part, МЭ дисплей хранилища, item.ae2powertools.storage_display_part, false, com.ae2powertools.features.monitor.display.ItemPartStorageDisplay
ae2powertools:storage_display_part_smaller, ME дисплей хранилища (меньше), item.ae2powertools.storage_display_part_smaller, false, com.ae2powertools.features.monitor.display.ItemPartStorageDisplaySmaller
ae2powertools:storage_display_part_smallerer, ME дисплей хранилища (ещё меньше), item.ae2powertools.storage_display_part_smallerer, false, com.ae2powertools.features.monitor.display.ItemPartStorageDisplaySmallerer
betterp2p:advanced_memory_card, Расширенная карта памяти, item.advanced_memory_card, false, com.projecturanus.betterp2p.item.ItemAdvancedMemoryCard
